"","X","ofcrec_cj_correct","ofcrec_vp_correct","ofcrec_speaker_correct","knowl_housemaj","knowl_senmaj","mode","validated_vote","dem_raceeth_x","gender_respondent_x","dem_edugroup_x","dem_eduspgroup_x","interest_attention","dem_age_r_x","justice_roberts","vp_biden","speaker_boehner","majority_house","majority_senate","mode_ftf","validated_voter16","race","female","college","spouse_educ","news_interest","age_cat6","pol_knowledge","treat","vote","v"
"799",1636,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,3,4,57,0,1,0,0,0,1,1,1,1,1,1,1,5,1,0,1,0
"800",1637,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,3,4,57,0,1,0,0,0,1,1,1,1,1,1,1,5,1,0,1,0
"801",1648,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,3,1,63,1,1,1,1,1,1,0,1,1,1,1,3,5,5,4,0,1
"802",1649,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,3,1,63,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,1,1
"803",1650,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,3,1,63,1,1,1,1,1,1,0,1,1,1,1,3,5,5,4,0,1
"804",1651,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,3,1,63,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,1,1
"805",1652,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,3,1,63,1,1,1,1,1,1,0,1,1,1,1,3,5,5,4,0,1
"806",1653,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,3,1,63,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,1,1
"807",1660,0.5,1,0,2,1,"1. FTF (face-to-face) mode",1,5,"1. Male",4,NA,1,39,1,1,0,1,1,1,1,3,0,1,NA,3,3,4,3,1,1
"808",1661,0.5,1,0,2,1,"1. FTF (face-to-face) mode",0,5,"1. Male",4,NA,1,39,1,1,0,1,1,1,0,3,0,1,NA,3,3,4,3,0,1
"809",1663,0,1,0,2,1,"1. FTF (face-to-face) mode",1,5,"2. Female",2,NA,4,64,0,1,0,1,1,1,1,3,1,0,NA,1,5,3,2,1,0
"810",1664,0,1,0,2,1,"1. FTF (face-to-face) mode",0,5,"2. Female",2,NA,4,64,0,1,0,1,1,1,0,3,1,0,NA,1,5,3,2,0,0
"811",1665,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"1. Male",3,4,4,62,0,1,0,0,0,1,1,1,0,1,2,1,5,1,0,1,0
"812",1666,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"1. Male",3,4,4,62,0,1,0,0,0,1,0,1,0,1,2,1,5,1,0,0,0
"813",1667,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"1. Male",3,4,4,62,0,1,0,0,0,1,0,1,0,1,2,1,5,1,0,0,0
"814",1668,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,4,2,46,0,1,1,1,1,1,0,1,1,1,2,3,4,4,3,0,1
"815",1669,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,4,2,46,0,1,1,1,1,1,0,1,1,1,2,3,4,4,3,0,1
"816",1670,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,NA,2,22,1,1,0,1,1,1,1,1,0,1,NA,3,1,4,3,1,1
"817",1676,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,5,1,54,1,1,0,1,1,1,1,1,1,1,2,3,4,4,3,1,1
"818",1677,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,5,1,54,1,1,0,1,1,1,1,1,1,1,2,3,4,4,3,1,1
"819",1678,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,5,1,54,1,1,0,1,1,1,1,1,1,1,2,3,4,4,3,1,1
"820",1679,1,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,5,1,54,1,1,0,1,1,1,0,1,1,1,2,3,4,4,3,0,1
"821",1680,1,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,5,1,54,1,1,0,1,1,1,0,1,1,1,2,3,4,4,3,0,1
"822",1681,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,5,1,54,1,1,0,1,1,1,1,1,1,1,2,3,4,4,3,1,1
"823",1682,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,5,1,54,1,1,0,1,1,1,1,1,1,1,2,3,4,4,3,1,1
"824",1683,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,5,1,54,1,1,0,1,1,1,1,1,1,1,2,3,4,4,3,1,1
"825",1694,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,4,1,57,1,1,1,1,1,1,1,1,0,1,2,3,5,5,4,1,1
"826",1695,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,4,1,57,1,1,1,1,1,1,1,1,0,1,2,3,5,5,4,1,1
"827",1696,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,4,1,57,1,1,1,1,1,1,1,1,0,1,2,3,5,5,4,1,1
"828",1697,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,4,1,57,1,1,1,1,1,1,1,1,0,1,2,3,5,5,4,1,1
"829",1698,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,4,1,57,1,1,1,1,1,1,1,1,0,1,2,3,5,5,4,1,1
"830",1699,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,NA,3,34,1,1,1,1,1,1,0,1,0,1,NA,2,2,5,4,0,0
"831",1700,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,NA,3,34,1,1,1,1,1,1,1,1,0,1,NA,2,2,5,4,1,0
"832",1701,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,1,1,76,0,1,1,1,1,1,1,1,1,1,0,3,6,4,3,1,1
"833",1702,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,1,1,76,0,1,1,1,1,1,0,1,1,1,0,3,6,4,3,0,1
"834",1703,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,4,61,0,1,0,0,0,1,1,1,1,0,0,1,5,1,0,1,0
"835",1704,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,4,61,0,1,0,0,0,1,1,1,1,0,0,1,5,1,0,1,0
"836",1705,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,4,61,0,1,0,0,0,1,1,1,1,0,0,1,5,1,0,1,0
"837",1711,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,NA,1,NA,0,1,0,0,1,1,1,1,0,1,NA,3,NA,2,1,1,1
"838",1712,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,4,1,56,0,1,1,1,1,1,1,1,1,1,2,3,5,4,3,1,1
"839",1713,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,4,1,56,0,1,1,1,1,1,0,1,1,1,2,3,5,4,3,0,1
"840",1714,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,4,1,56,0,1,1,1,1,1,1,1,1,1,2,3,5,4,3,1,1
"841",1715,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,4,1,56,0,1,1,1,1,1,0,1,1,1,2,3,5,4,3,0,1
"842",1716,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,4,1,56,0,1,1,1,1,1,1,1,1,1,2,3,5,4,3,1,1
"843",1717,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,4,1,56,0,1,1,1,1,1,1,1,1,1,2,3,5,4,3,1,1
"844",1718,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,4,1,56,0,1,1,1,1,1,1,1,1,1,2,3,5,4,3,1,1
"845",1719,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,4,1,56,0,1,1,1,1,1,0,1,1,1,2,3,5,4,3,0,1
"846",1720,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,4,1,56,0,1,1,1,1,1,1,1,1,1,2,3,5,4,3,1,1
"847",1721,0,0,0,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",2,NA,4,54,0,0,0,1,1,1,0,1,1,0,NA,1,4,2,1,0,0
"848",1722,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,3,25,0,1,0,1,0,1,1,1,0,1,NA,2,2,2,1,1,0
"849",1723,0,1,0,2,2,"1. FTF (face-to-face) mode",0,1,"1. Male",4,NA,3,25,0,1,0,1,0,1,0,1,0,1,NA,2,2,2,1,0,0
"850",1724,0,1,0,2,2,"1. FTF (face-to-face) mode",0,1,"1. Male",4,NA,3,25,0,1,0,1,0,1,0,1,0,1,NA,2,2,2,1,0,0
"851",1726,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,3,25,0,1,0,1,0,1,1,1,0,1,NA,2,2,2,1,1,0
"852",1728,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",4,NA,1,23,1,1,1,1,1,1,0,1,0,1,NA,3,1,5,4,0,1
"853",1729,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,1,23,1,1,1,1,1,1,1,1,0,1,NA,3,1,5,4,1,1
"854",1730,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,1,23,1,1,1,1,1,1,1,1,0,1,NA,3,1,5,4,1,1
"855",1731,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,1,23,1,1,1,1,1,1,1,1,0,1,NA,3,1,5,4,1,1
"856",1732,0.5,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,NA,1,66,1,1,0,0,0,1,1,1,1,1,NA,3,6,2,1,1,1
"857",1733,0.5,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"2. Female",3,NA,1,66,1,1,0,0,0,1,0,1,1,1,NA,3,6,2,1,0,1
"858",1734,0.5,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,NA,1,66,1,1,0,0,0,1,1,1,1,1,NA,3,6,2,1,1,1
"859",1739,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,1,40,1,1,1,1,1,1,1,1,0,1,2,3,3,5,4,1,1
"860",1740,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,1,40,1,1,1,1,1,1,1,1,0,1,2,3,3,5,4,1,1
"861",1743,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",4,NA,1,55,0,1,1,1,1,1,1,1,1,1,NA,3,5,4,3,1,1
"862",1751,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,NA,4,29,0,1,0,0,1,1,1,1,1,0,NA,1,2,2,1,1,0
"863",1752,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",2,NA,4,29,0,1,0,0,1,1,0,1,1,0,NA,1,2,2,1,0,0
"864",1753,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",2,NA,4,29,0,1,0,0,1,1,0,1,1,0,NA,1,2,2,1,0,0
"865",1759,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",NA,3,1,66,0,1,1,1,1,1,1,1,1,NA,1,3,6,4,3,1,1
"866",1760,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",NA,3,1,66,0,1,1,1,1,1,1,1,1,NA,1,3,6,4,3,1,1
"867",1761,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",NA,3,1,66,0,1,1,1,1,1,1,1,1,NA,1,3,6,4,3,1,1
"868",1775,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,3,4,30,0,1,0,0,1,1,0,1,1,1,1,1,2,2,1,0,0
"869",1776,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,3,4,30,0,1,0,0,1,1,0,1,1,1,1,1,2,2,1,0,0
"870",1777,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,3,4,30,0,1,0,0,1,1,0,1,1,1,1,1,2,2,1,0,0
"871",1778,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,3,4,30,0,1,0,0,1,1,0,1,1,1,1,1,2,2,1,0,0
"872",1779,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,3,4,30,0,1,0,0,1,1,0,1,1,1,1,1,2,2,1,0,0
"873",1791,0,0,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,2,53,0,0,0,1,1,1,0,1,0,1,1,3,4,2,1,0,1
"874",1792,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,2,1,46,0,1,0,1,0,1,1,1,1,1,0,3,4,2,1,1,1
"875",1793,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,2,1,46,0,1,0,1,0,1,1,1,1,1,0,3,4,2,1,1,1
"876",1794,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,2,1,46,0,1,0,1,0,1,1,1,1,1,0,3,4,2,1,1,1
"877",1797,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,2,1,NA,0,1,1,1,1,1,1,1,0,0,0,3,NA,4,3,1,1
"878",1798,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,2,1,NA,0,1,1,1,1,1,0,1,0,0,0,3,NA,4,3,0,1
"879",1799,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,2,1,NA,0,1,1,1,1,1,1,1,0,0,0,3,NA,4,3,1,1
"880",1800,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,2,1,NA,0,1,1,1,1,1,0,1,0,0,0,3,NA,4,3,0,1
"881",1801,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,2,1,NA,0,1,1,1,1,1,1,1,0,0,0,3,NA,4,3,1,1
"882",1807,0,1,1,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,3,3,41,0,1,1,1,1,1,1,4,0,1,1,2,3,4,3,1,0
"883",1808,0,1,1,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,3,3,41,0,1,1,1,1,1,1,4,0,1,1,2,3,4,3,1,0
"884",1809,0,1,1,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,3,3,41,0,1,1,1,1,1,1,4,0,1,1,2,3,4,3,1,0
"885",1810,0,1,1,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,3,3,41,0,1,1,1,1,1,1,4,0,1,1,2,3,4,3,1,0
"886",1811,0,1,1,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,3,3,41,0,1,1,1,1,1,1,4,0,1,1,2,3,4,3,1,0
"887",1812,0,1,1,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,3,3,41,0,1,1,1,1,1,1,4,0,1,1,2,3,4,3,1,0
"888",1813,0,1,1,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,3,3,41,0,1,1,1,1,1,1,4,0,1,1,2,3,4,3,1,0
"889",1817,0,1,1,1,2,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,3,41,0,1,1,0,0,1,1,1,0,1,1,2,3,2,1,1,0
"890",1818,0,1,1,1,2,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,3,41,0,1,1,0,0,1,0,1,0,1,1,2,3,2,1,0,0
"891",1819,0,1,1,1,2,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,3,41,0,1,1,0,0,1,1,1,0,1,1,2,3,2,1,1,0
"892",1820,0,1,1,1,2,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,3,41,0,1,1,0,0,1,1,1,0,1,1,2,3,2,1,1,0
"893",1821,0,1,1,1,2,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,3,41,0,1,1,0,0,1,1,1,0,1,1,2,3,2,1,1,0
"894",1822,0,1,1,1,2,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,3,41,0,1,1,0,0,1,1,1,0,1,1,2,3,2,1,1,0
"895",1823,0,1,1,1,2,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,3,41,0,1,1,0,0,1,0,1,0,1,1,2,3,2,1,0,0
"896",1824,0,1,1,1,2,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,3,41,0,1,1,0,0,1,0,1,0,1,1,2,3,2,1,0,0
"897",1846,0,1,1,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",4,5,1,39,0,1,1,1,0,1,1,1,0,1,2,3,3,3,2,1,1
"898",1847,0,1,1,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",4,5,1,39,0,1,1,1,0,1,1,1,0,1,2,3,3,3,2,1,1
"899",1848,0,1,1,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",4,5,1,39,0,1,1,1,0,1,1,1,0,1,2,3,3,3,2,1,1
"900",1849,0,1,1,2,2,"1. FTF (face-to-face) mode",0,1,"1. Male",4,5,1,39,0,1,1,1,0,1,0,1,0,1,2,3,3,3,2,0,1
"901",1850,0,1,1,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",4,5,1,39,0,1,1,1,0,1,1,1,0,1,2,3,3,3,2,1,1
"902",1851,0,1,1,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",4,5,1,39,0,1,1,1,0,1,1,1,0,1,2,3,3,3,2,1,1
"903",1852,0,1,1,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",4,5,1,39,0,1,1,1,0,1,1,1,0,1,2,3,3,3,2,1,1
"904",1861,0,1,0,1,1,"1. FTF (face-to-face) mode",1,2,"2. Female",2,1,1,57,0,1,0,0,1,1,1,2,1,0,0,3,5,2,1,1,1
"905",1862,0,1,0,1,1,"1. FTF (face-to-face) mode",1,2,"2. Female",2,1,1,57,0,1,0,0,1,1,1,2,1,0,0,3,5,2,1,1,1
"906",1863,0,1,0,1,1,"1. FTF (face-to-face) mode",0,2,"2. Female",2,1,1,57,0,1,0,0,1,1,0,2,1,0,0,3,5,2,1,0,1
"907",1864,0,1,0,1,1,"1. FTF (face-to-face) mode",1,2,"2. Female",2,1,1,57,0,1,0,0,1,1,1,2,1,0,0,3,5,2,1,1,1
"908",1865,0,1,0,1,1,"1. FTF (face-to-face) mode",1,2,"2. Female",2,1,1,57,0,1,0,0,1,1,1,2,1,0,0,3,5,2,1,1,1
"909",1866,0,1,0,1,1,"1. FTF (face-to-face) mode",1,2,"2. Female",2,1,1,57,0,1,0,0,1,1,1,2,1,0,0,3,5,2,1,1,1
"910",1867,0.5,0,0,2,2,"1. FTF (face-to-face) mode",0,2,"1. Male",3,NA,2,30,1,0,0,1,0,1,0,2,0,1,NA,3,2,2,1,0,1
"911",1879,0,1,0,2,1,"1. FTF (face-to-face) mode",1,3,"1. Male",3,2,3,44,0,1,0,1,1,1,1,4,0,1,0,2,3,3,2,1,0
"912",1880,0,1,0,2,1,"1. FTF (face-to-face) mode",1,3,"1. Male",3,2,3,44,0,1,0,1,1,1,1,4,0,1,0,2,3,3,2,1,0
"913",1881,0,1,0,2,1,"1. FTF (face-to-face) mode",1,3,"1. Male",3,2,3,44,0,1,0,1,1,1,1,4,0,1,0,2,3,3,2,1,0
"914",1882,0,1,0,1,2,"1. FTF (face-to-face) mode",0,5,"1. Male",1,3,4,21,0,1,0,0,0,1,0,3,0,0,1,1,1,1,0,0,0
"915",1883,0,1,0,1,2,"1. FTF (face-to-face) mode",0,5,"1. Male",1,3,4,21,0,1,0,0,0,1,0,3,0,0,1,1,1,1,0,0,0
"916",1885,0.5,1,0,2,2,"1. FTF (face-to-face) mode",1,5,"2. Female",4,NA,1,31,1,1,0,1,0,1,1,3,1,1,NA,3,2,3,2,1,1
"917",1890,0,1,0,2,2,"1. FTF (face-to-face) mode",1,5,"2. Female",2,NA,3,20,0,1,0,1,0,1,1,3,1,0,NA,2,1,2,1,1,0
"918",1895,0,0,0,2,2,"1. FTF (face-to-face) mode",0,5,"1. Male",3,NA,4,20,0,0,0,1,0,1,0,3,0,1,NA,1,1,1,0,0,0
"919",1896,0,0,0,2,2,"1. FTF (face-to-face) mode",0,5,"1. Male",3,NA,4,20,0,0,0,1,0,1,0,3,0,1,NA,1,1,1,0,0,0
"920",1897,0,0,0,2,2,"1. FTF (face-to-face) mode",1,5,"1. Male",3,NA,4,20,0,0,0,1,0,1,1,3,0,1,NA,1,1,1,0,1,0
"921",1898,0,0,0,2,2,"1. FTF (face-to-face) mode",1,5,"1. Male",3,NA,4,20,0,0,0,1,0,1,1,3,0,1,NA,1,1,1,0,1,0
"922",1899,0,0,0,2,2,"1. FTF (face-to-face) mode",0,5,"1. Male",3,NA,4,20,0,0,0,1,0,1,0,3,0,1,NA,1,1,1,0,0,0
"923",1900,0,0,0,2,2,"1. FTF (face-to-face) mode",0,5,"1. Male",3,NA,4,20,0,0,0,1,0,1,0,3,0,1,NA,1,1,1,0,0,0
"924",1901,0,0,0,2,2,"1. FTF (face-to-face) mode",0,5,"1. Male",3,NA,4,20,0,0,0,1,0,1,0,3,0,1,NA,1,1,1,0,0,0
"925",1902,0,0,0,2,2,"1. FTF (face-to-face) mode",1,5,"1. Male",3,NA,4,20,0,0,0,1,0,1,1,3,0,1,NA,1,1,1,0,1,0
"926",1903,0,0,0,2,2,"1. FTF (face-to-face) mode",0,5,"1. Male",3,NA,4,20,0,0,0,1,0,1,0,3,0,1,NA,1,1,1,0,0,0
"927",1904,0,0,0,2,2,"1. FTF (face-to-face) mode",0,5,"1. Male",3,NA,4,20,0,0,0,1,0,1,0,3,0,1,NA,1,1,1,0,0,0
"928",1917,0,1,0,2,2,"1. FTF (face-to-face) mode",0,5,"1. Male",3,3,1,40,0,1,0,1,0,1,0,3,0,1,1,3,3,2,1,0,1
"929",1918,0,1,0,2,2,"1. FTF (face-to-face) mode",0,5,"1. Male",3,3,1,40,0,1,0,1,0,1,0,3,0,1,1,3,3,2,1,0,1
"930",1919,0,1,0,2,2,"1. FTF (face-to-face) mode",0,5,"1. Male",3,3,1,40,0,1,0,1,0,1,0,3,0,1,1,3,3,2,1,0,1
"931",1920,0,1,0,2,2,"1. FTF (face-to-face) mode",0,5,"1. Male",3,3,1,40,0,1,0,1,0,1,0,3,0,1,1,3,3,2,1,0,1
"932",1921,0,1,0,2,2,"1. FTF (face-to-face) mode",1,5,"1. Male",3,3,1,40,0,1,0,1,0,1,1,3,0,1,1,3,3,2,1,1,1
"933",1945,0,1,0,1,2,"1. FTF (face-to-face) mode",1,5,"2. Female",3,3,2,42,0,1,0,0,0,1,1,3,1,1,1,3,3,1,0,1,1
"934",1946,0,1,0,1,2,"1. FTF (face-to-face) mode",1,5,"2. Female",3,3,2,42,0,1,0,0,0,1,1,3,1,1,1,3,3,1,0,1,1
"935",1947,0,1,0,1,2,"1. FTF (face-to-face) mode",1,5,"2. Female",3,3,2,42,0,1,0,0,0,1,1,3,1,1,1,3,3,1,0,1,1
"936",1961,0,1,0,2,1,"1. FTF (face-to-face) mode",0,5,"2. Female",3,NA,2,NA,0,1,0,1,1,1,0,3,1,1,NA,3,NA,3,2,0,1
"937",1962,0,1,0,2,1,"1. FTF (face-to-face) mode",0,5,"2. Female",3,NA,2,NA,0,1,0,1,1,1,0,3,1,1,NA,3,NA,3,2,0,1
"938",1963,0,1,0,2,1,"1. FTF (face-to-face) mode",0,5,"2. Female",3,NA,2,NA,0,1,0,1,1,1,0,3,1,1,NA,3,NA,3,2,0,1
"939",1964,0,1,0,2,1,"1. FTF (face-to-face) mode",1,5,"2. Female",3,NA,2,NA,0,1,0,1,1,1,1,3,1,1,NA,3,NA,3,2,1,1
"940",1965,0,1,0,2,1,"1. FTF (face-to-face) mode",0,5,"2. Female",3,NA,2,NA,0,1,0,1,1,1,0,3,1,1,NA,3,NA,3,2,0,1
"941",1966,0,1,0,2,1,"1. FTF (face-to-face) mode",1,5,"2. Female",3,NA,2,NA,0,1,0,1,1,1,1,3,1,1,NA,3,NA,3,2,1,1
"942",1967,0,1,0,2,1,"1. FTF (face-to-face) mode",0,5,"2. Female",3,NA,2,NA,0,1,0,1,1,1,0,3,1,1,NA,3,NA,3,2,0,1
"943",1968,0,1,0,2,1,"1. FTF (face-to-face) mode",1,5,"2. Female",3,NA,2,NA,0,1,0,1,1,1,1,3,1,1,NA,3,NA,3,2,1,1
"944",1969,0,1,0,2,1,"1. FTF (face-to-face) mode",1,5,"2. Female",3,NA,2,NA,0,1,0,1,1,1,1,3,1,1,NA,3,NA,3,2,1,1
"945",1970,0,1,0,2,1,"1. FTF (face-to-face) mode",1,5,"2. Female",3,NA,2,NA,0,1,0,1,1,1,1,3,1,1,NA,3,NA,3,2,1,1
"946",1971,0,1,0,2,1,"1. FTF (face-to-face) mode",0,5,"2. Female",3,NA,2,NA,0,1,0,1,1,1,0,3,1,1,NA,3,NA,3,2,0,1
"947",1972,0,1,0,2,1,"1. FTF (face-to-face) mode",0,5,"2. Female",3,NA,2,NA,0,1,0,1,1,1,0,3,1,1,NA,3,NA,3,2,0,1
"948",1973,0,1,0,2,1,"1. FTF (face-to-face) mode",0,5,"2. Female",3,NA,2,NA,0,1,0,1,1,1,0,3,1,1,NA,3,NA,3,2,0,1
"949",1974,0,1,0,2,1,"1. FTF (face-to-face) mode",0,5,"2. Female",3,NA,2,NA,0,1,0,1,1,1,0,3,1,1,NA,3,NA,3,2,0,1
"950",1975,0,0,0,1,1,"1. FTF (face-to-face) mode",1,5,"1. Male",3,3,1,46,0,0,0,0,1,1,1,3,0,1,1,3,4,1,0,1,1
"951",1976,0,0,0,1,1,"1. FTF (face-to-face) mode",0,5,"1. Male",3,3,1,46,0,0,0,0,1,1,0,3,0,1,1,3,4,1,0,0,1
"952",1977,0,0,0,1,1,"1. FTF (face-to-face) mode",1,5,"1. Male",3,3,1,46,0,0,0,0,1,1,1,3,0,1,1,3,4,1,0,1,1
"953",1978,0,0,0,1,1,"1. FTF (face-to-face) mode",1,5,"1. Male",3,3,1,46,0,0,0,0,1,1,1,3,0,1,1,3,4,1,0,1,1
"954",1979,0,0,0,1,1,"1. FTF (face-to-face) mode",0,5,"1. Male",3,3,1,46,0,0,0,0,1,1,0,3,0,1,1,3,4,1,0,0,1
"955",1980,0,0,0,1,1,"1. FTF (face-to-face) mode",1,5,"1. Male",3,3,1,46,0,0,0,0,1,1,1,3,0,1,1,3,4,1,0,1,1
"956",1981,0,0,0,1,1,"1. FTF (face-to-face) mode",0,5,"1. Male",3,3,1,46,0,0,0,0,1,1,0,3,0,1,1,3,4,1,0,0,1
"957",1982,0,1,1,2,2,"1. FTF (face-to-face) mode",0,5,"2. Female",3,NA,3,53,0,1,1,1,0,1,0,3,1,1,NA,2,4,3,2,0,0
"958",1983,0,1,1,2,2,"1. FTF (face-to-face) mode",1,5,"2. Female",3,NA,3,53,0,1,1,1,0,1,1,3,1,1,NA,2,4,3,2,1,0
"959",1984,0,1,1,2,2,"1. FTF (face-to-face) mode",1,5,"2. Female",3,NA,3,53,0,1,1,1,0,1,1,3,1,1,NA,2,4,3,2,1,0
